children,dob_years,education,marital_status,gender,income_type,debt,total_income,purpose
0,25,high school,married,M,employee,0,126540.4699,wedding
2,45,high school,married,F,public employee,0,48380.2104,education
0,33,high school,married,F,employee,0,109554.4354,buying a home
0,62,high school,widow / widower,F,employee,0,81688.82901,housing transactions
0,51,high school,married,F,unemployed,0,160873.7741,higher education
1,36,high school,married,F,public employee,1,,house construction
0,0,high school,married,F,employee,0,,housing
1,28,underGRADUATE,married,F,unemployed,0,80258.8797,purchase of commercial property
0,45,high school,married,F,employee,0,183672.4295,housing
0,48,high school,married,F,employee,0,,home renovation
0,45,high school,married,F,public employee,0,80751.95268,buying a rental property
1,31,high school,married,F,employee,1,104335.572,buying a rental property
0,47,high school,married,F,employee,0,54320.20956,to buy a used car
0,46,GRADUATE,married,F,public employee,0,155180.7262,degree
0,60,high school,married,F,retiree,0,58674.49794,degree
1,43,high school,married,F,public employee,0,208155.6144,automobile
0,53,high school,married,F,employee,0,152852.9766,transactions with real estate
2,30,high school,married,F,employee,0,134602.1508,for a wedding
0,42,high school,married,F,employee,0,79450.87382,housing transactions
1,44,underGRADUATE,married,F,unemployed,0,104784.4225,housing transactions
0,22,high school,married,F,employee,0,128576.3087,education
1,35,high school,divorced,M,employee,0,172905.1804,house construction
0,38,high school,married,F,employee,0,84324.49646,higher education
0,58,high school,married,F,retiree,0,110180.2211,for a wedding
3,44,GRADUATE,married,M,unemployed,0,325348.8775,wedding
0,49,high school,married,M,unemployed,0,318800.6733,housing transactions
0,43,high school,married,F,unemployed,0,,property
0,50,high school,married,M,employee,0,213324.317,buying a property
0,55,high school,married,F,retiree,0,123802.6723,home renovation
1,41,high school,married,M,unemployed,0,398591.4193,get married
2,34,high school,married,M,employee,0,220003.766,transactions with real estate
0,29,GRADUATE,married,F,employee,0,179316.9159,higher education
2,35,GRADUATE,married,F,employee,0,163729.3676,purchase of residential property
0,52,high school,married,F,employee,0,98561.01216,wedding
0,56,high school,married,F,retiree,0,145289.964,purchase of commercial property
0,42,high school,married,M,employee,0,141865.3073,buying a home
0,46,high school,married,F,employee,0,102321.4875,buying a family home
1,47,high school,married,F,retiree,0,257369.1997,specialized education
0,44,high school,married,F,unemployed,1,225587.643,transactions with real estate
1,39,high school,married,F,employee,0,82092.17344,higher education
2,31,GRADUATE,married,F,employee,1,245127.5832,education
0,37,high school,married,M,employee,0,132843.3779,purchase of residential property
0,48,high school,married,F,employee,0,194962.9427,wedding
0,56,high school,married,F,unemployed,0,198960.6544,commercial real estate transactions
0,39,high school,married,M,employee,0,,degree
1,33,high school,single,F,employee,0,84245.69898,education
0,53,GRADUATE,widow / widower,F,public employee,0,373989.8863,to buy a car
0,61,high school,divorced,M,public employee,0,219161.1283,home renovation
1,48,high school,married,M,unemployed,0,307509.2637,purchase of commercial property
0,40,GRADUATE,divorced,F,unemployed,0,206219.6733,cars
3,47,high school,married,M,employee,1,55364.32896,purchase of commercial property
1,44,high school,married,F,unemployed,0,237791.9772,degree
2,33,high school,married,M,employee,0,217557.1943,buying home
1,39,GRADUATE,married,M,employee,0,203902.9939,housing transactions
0,50,high school,married,M,employee,1,84839.6706,get married
0,35,GRADUATE,single,M,unemployed,0,309479.2713,cars
0,29,GRADUATE,single,M,employee,0,166532.2555,higher education
1,51,high school,married,F,employee,0,55387.90743,higher education
0,42,high school,single,M,employee,0,215793.3487,buying a home
0,60,high school,married,F,retiree,0,143171.8411,house construction
0,61,high school,married,F,employee,0,120459.2691,construction of residential real estate
0,30,high school,divorced,F,unemployed,0,304928.4923,house construction
1,35,high school,married,F,unemployed,0,,to buy a car
0,54,high school,married,F,retiree,0,244851.5084,purchase of commercial property
1,34,high school,married,F,employee,0,104515.6599,education
0,64,high school,married,F,retiree,0,128018.4538,commercial real estate transactions
1,35,high school,married,M,employee,0,258826.3036,house construction
0,40,high school,married,M,public employee,0,169651.9568,get married
0,41,high school,married,F,employee,0,51594.73415,to buy a car
0,66,high school,married,F,employee,0,181005.2886,education
0,42,high school,single,F,employee,0,256284.7823,car
1,41,high school,divorced,F,unemployed,0,133215.5668,construction of residential real estate
1,44,high school,married,F,unemployed,0,178861.1978,car deal
0,43,high school,married,F,employee,0,,education
0,57,high school,widow / widower,F,employee,0,349885.1853,house construction
0,53,high school,married,F,employee,0,139547.1806,wedding
1,33,GRADUATE,married,F,employee,0,598327.3023,housing transactions
0,52,high school,married,M,employee,0,177749.0449,house construction
0,50,GRADUATE,married,M,employee,0,586905.857,degree
0,36,high school,married,F,employee,0,91250.78833,wedding
0,61,high school,married,F,retiree,0,113380.1902,used car deal
2,24,underGRADUATE,married,M,employee,0,229019.0543,specialized education
0,42,high school,married,F,employee,0,163001.4748,wedding
1,44,GRADUATE,married,F,unemployed,0,193778.351,purchase of residential property
4,29,GRADUATE,married,F,employee,0,241089.4484,commercial real estate transactions
1,42,high school,married,M,employee,0,,car
0,55,high school,married,F,retiree,0,72563.63108,real estate transactions
0,55,high school,married,F,employee,0,121931.9718,house construction
0,58,GRADUATE,single,F,public employee,0,397417.3224,education
0,51,high school,married,F,employee,0,353693.7329,education
0,27,underGRADUATE,married,F,unemployed,0,96131.07116,house construction
0,46,high school,married,M,employee,0,168378.636,purchase of residential property
1,46,high school,married,F,employee,0,158296.5837,car purchase
0,56,high school,married,F,retiree,0,104323.1524,to buy a car
1,31,high school,married,M,employee,0,166754.223,degree
0,58,high school,married,F,unemployed,0,,cars
0,68,high school,single,F,retiree,0,,specialized education
0,60,high school,married,F,retiree,0,91699.12737,house construction
0,55,high school,married,F,employee,0,305662.6094,purchase of residential property
3,36,high school,married,M,unemployed,0,347896.536,education
0,62,GRADUATE,married,F,retiree,0,37684.11439,car
1,38,high school,married,M,employee,0,240131.2356,real estate transactions
0,63,high school,widow / widower,F,employee,0,102558.7128,housing
0,29,high school,single,M,unemployed,1,170123.3257,education
0,22,high school,single,F,employee,1,65780.7812,car
0,27,GRADUATE,married,M,unemployed,0,252980.2929,construction of residential real estate
1,29,high school,divorced,F,unemployed,0,78336.33578,buying a family home
0,42,high school,married,M,employee,0,207230.5339,car deal
0,54,high school,single,F,unemployed,0,,specialized education
0,48,high school,married,M,employee,0,156041.8311,buying a property
0,35,high school,married,M,employee,0,127424.4373,higher education
1,28,high school,married,M,unemployed,1,172159.4375,specialized education
0,50,high school,married,F,employee,0,109511.4519,to buy a car
1,23,high school,married,M,employee,0,63548.54384,wedding
0,60,high school,married,M,employee,0,142156.9578,get married
0,26,high school,married,M,employee,0,151398.2503,get married
0,56,high school,single,M,unemployed,0,,cars
0,43,GRADUATE,single,M,employee,0,163828.5216,car deal
0,63,high school,widow / widower,F,retiree,0,57943.38746,car
0,46,high school,married,M,employee,0,68911.64537,real estate transactions
1,27,underGRADUATE,married,F,employee,0,55042.71185,home renovation
1,31,high school,married,F,employee,0,143303.2201,car purchase
2,27,GRADUATE,married,F,employee,0,,commercial real estate transactions
0,57,high school,married,F,employee,0,,used car deal
1,27,GRADUATE,married,M,unemployed,0,104477.1835,get married
1,35,high school,married,F,employee,0,86380.53972,transactions with real estate
0,67,GRADUATE,widow / widower,F,retiree,0,85095.02917,buying a family home
0,62,high school,widow / widower,F,retiree,0,83455.86308,house construction
0,50,high school,single,F,unemployed,0,111485.705,buying a home
1,32,high school,married,F,employee,0,51014.72909,car deal
1,34,high school,married,M,employee,0,,to buy a car
0,26,high school,single,M,employee,0,,real estate
0,26,underGRADUATE,single,M,employee,0,187032.6974,property
0,56,GRADUATE,married,M,employee,0,339339.7172,buying home
0,66,GRADUATE,married,F,retiree,0,207799.7952,for a wedding
0,47,GRADUATE,married,F,employee,0,124759.0681,real estate
0,39,high school,divorced,F,employee,0,,purchase of commercial property
1,39,high school,married,M,unemployed,0,154768.8064,purchase of commercial property
0,60,high school,married,M,retiree,0,86242.10165,get married
0,50,high school,married,F,employee,0,257227.4621,house construction
1,44,high school,married,M,employee,0,261666.0417,housing transactions
0,22,GRADUATE,married,F,unemployed,0,241518.4624,automobile
2,26,GRADUATE,married,M,unemployed,1,399968.2457,higher education
1,35,high school,married,F,employee,0,102252.6851,for a wedding
1,39,GRADUATE,married,F,unemployed,0,92208.00597,higher education
0,46,high school,widow / widower,F,employee,0,,to buy a car
1,36,GRADUATE,married,M,public employee,0,426496.3579,commercial real estate transactions
1,38,high school,married,F,employee,0,196457.3341,housing transactions
1,40,high school,married,F,employee,0,438196.0224,real estate transactions
0,59,high school,married,F,employee,0,66138.41119,buying a property
1,65,high school,married,F,retiree,0,322331.3863,get married
0,60,high school,married,F,employee,0,123539.2263,commercial real estate transactions
1,35,high school,married,F,unemployed,0,161761.1751,housing transactions
2,36,high school,married,F,employee,0,81667.51392,construction of residential real estate
2,33,high school,married,F,employee,0,76179.138,cars
0,54,high school,married,M,employee,0,181432.4143,cars
0,32,high school,married,F,employee,0,164523.0337,to buy a used car
1,35,GRADUATE,single,F,unemployed,0,204116.2411,buying home
2,42,high school,married,F,employee,0,113588.1059,wedding
0,56,GRADUATE,divorced,F,employee,0,124544.8458,housing
2,30,high school,married,M,employee,1,,construction of residential real estate
0,26,high school,married,M,employee,0,86319.34874,car
0,41,GRADUATE,married,F,unemployed,0,286880.1165,education
0,35,high school,married,F,employee,0,251228.8812,housing transactions
1,39,high school,married,F,public employee,0,72464.78949,wedding
0,60,GRADUATE,single,M,retiree,0,408759.1677,to buy a car
0,32,high school,married,F,employee,0,223381.9179,buying a rental property
0,34,GRADUATE,married,F,employee,0,134462.1819,car purchase
0,56,high school,married,F,unemployed,0,509351.1845,for a wedding
0,49,high school,married,F,unemployed,0,103794.9445,automobile
0,51,high school,married,F,unemployed,0,82395.01961,purchase of residential property
0,44,GRADUATE,single,F,unemployed,0,212423.3836,housing transactions
0,54,high school,married,M,unemployed,0,188252.289,education
4,31,GRADUATE,married,F,employee,0,215952.0844,construction of residential real estate
1,34,high school,married,M,unemployed,1,,education
1,31,GRADUATE,married,F,employee,0,80239.40532,housing transactions
0,47,high school,married,M,unemployed,0,167104.0561,wedding
1,52,high school,married,M,employee,0,258098.7246,degree
0,48,high school,married,F,employee,0,185921.6156,housing
2,51,high school,married,M,employee,0,,higher education
0,48,high school,married,M,employee,0,111729.5997,buying a home
1,34,high school,married,F,employee,1,134783.9531,transactions with real estate
0,41,GRADUATE,married,F,employee,0,215433.6689,housing
0,66,high school,married,F,employee,0,165996.5911,education
1,39,high school,married,F,employee,0,,transactions with real estate
0,48,high school,married,M,employee,0,199670.0281,wedding
0,52,GRADUATE,single,F,unemployed,0,142344.5097,home renovation
2,28,high school,married,F,employee,0,,get married
0,45,underGRADUATE,married,F,unemployed,0,195871.0102,buying a property
0,64,GRADUATE,married,M,retiree,0,419736.8045,buying a property
2,40,GRADUATE,married,F,public employee,0,99724.63779,property
0,28,GRADUATE,married,F,employee,0,115694.9738,buying a property
0,48,high school,widow / widower,F,employee,0,165445.6973,buying a home
0,41,high school,married,F,employee,0,80969.66073,construction of residential real estate
1,41,high school,married,F,unemployed,0,152469.6726,purchase of commercial property
0,62,high school,widow / widower,F,retiree,0,50338.47888,to buy a used car
1,22,high school,married,M,public employee,0,162109.6857,transactions with real estate
0,51,high school,married,F,public employee,0,144461.9686,get married
0,23,high school,single,M,employee,0,222294.3869,property
0,22,high school,married,F,employee,0,149293.968,buying a home
0,29,GRADUATE,divorced,M,employee,0,95946.20503,property
0,56,high school,married,F,retiree,0,100845.0816,automobile
1,41,high school,married,F,retiree,0,356311.0455,construction of residential real estate
0,60,high school,divorced,F,employee,0,177095.5596,buying a rental property
0,48,high school,married,F,unemployed,0,160861.1984,housing transactions
1,49,GRADUATE,married,F,public employee,0,316969.5629,buying a rental property
0,31,high school,single,M,employee,0,129859.9703,buying a property
0,61,high school,divorced,F,retiree,0,81495.68908,buying a home
0,27,high school,single,M,employee,0,158827.4253,real estate transactions
0,40,GRADUATE,married,F,unemployed,0,326908.5636,real estate transactions
1,38,high school,single,F,employee,0,130135.6888,higher education
2,42,high school,married,F,public employee,0,104815.8346,get married
0,35,underGRADUATE,married,M,public employee,0,276269.2856,home renovation
0,53,high school,married,F,retiree,0,93336.43437,house construction
0,32,GRADUATE,married,M,employee,0,126820.2979,construction of residential real estate
20,32,high school,single,M,employee,1,117758.5512,purchase of commercial property
2,43,high school,married,F,employee,0,191917.479,to buy a used car
0,63,high school,married,M,employee,0,,construction of residential real estate
0,60,high school,married,F,retiree,0,79440.24988,buying a rental property
0,51,underGRADUATE,married,F,retiree,0,119218.4446,property
1,43,high school,divorced,F,employee,0,,cars
0,62,high school,married,F,retiree,0,77148.60099,used car deal
2,28,GRADUATE,married,M,unemployed,0,347140.7336,buying a home
0,65,high school,married,F,retiree,0,,to buy a car
0,53,GRADUATE,married,M,employee,0,259088.5879,used car deal
1,22,high school,married,F,employee,1,84877.19246,buying a rental property
0,62,high school,married,F,retiree,0,93032.62776,house construction
0,47,high school,married,F,employee,0,49268.42291,purchase of commercial property
1,41,high school,married,F,employee,0,199273.2027,construction of residential real estate
0,56,GRADUATE,married,M,unemployed,0,185488.7776,higher education
0,54,high school,married,F,retiree,0,134533.2201,buying home
0,62,high school,married,F,retiree,0,123859.0015,housing
0,21,high school,single,M,employee,0,323788.5709,buying a property
0,29,high school,single,M,public employee,0,143156.7147,to buy a used car
1,37,high school,single,M,employee,0,128470.7767,automobile
0,43,high school,married,F,employee,0,143122.4593,housing transactions
1,36,high school,married,F,employee,1,166098.3425,used car deal
0,43,high school,single,F,employee,0,56369.31459,car deal
0,48,high school,married,F,employee,0,200025.8846,house construction
1,49,high school,married,M,employee,0,140030.3319,car purchase
0,63,high school,married,F,retiree,0,98530.81343,car
0,55,high school,married,M,employee,0,117034.4597,education
0,68,secondary school,married,F,employee,0,179369.4983,to buy a car
2,26,high school,married,F,employee,0,91513.76602,house construction
1,36,high school,divorced,F,unemployed,0,129034.1003,cars
0,58,high school,widow / widower,F,employee,0,88516.75742,home renovation
0,54,high school,married,F,employee,0,114061.4879,property
0,45,high school,married,F,unemployed,0,224179.0932,real estate
1,28,GRADUATE,single,M,unemployed,0,,education
0,45,high school,married,F,unemployed,0,99288.23124,car deal
0,59,GRADUATE,married,F,employee,0,69147.74559,for a wedding
2,30,GRADUATE,married,F,unemployed,0,,buying a rental property
0,54,high school,married,F,retiree,0,40861.75874,purchase of residential property
0,54,high school,widow / widower,F,unemployed,0,,specialized education
0,50,high school,married,M,employee,1,237578.7218,real estate
2,25,high school,married,M,employee,0,219824.3885,buying a rental property
1,22,high school,married,F,unemployed,0,210291.5515,education
0,59,GRADUATE,married,F,employee,0,180039.4146,purchase of commercial property
0,54,high school,married,F,employee,1,202830.0915,higher education
0,58,high school,married,F,unemployed,0,118219.22,property
1,42,high school,married,M,employee,0,489563.8418,real estate
0,43,GRADUATE,married,F,unemployed,0,,real estate transactions
1,41,high school,married,F,employee,0,136111.5625,to buy a car
0,30,GRADUATE,married,F,employee,0,127177.22,buying a rental property
1,35,high school,married,M,employee,0,313976.1844,wedding
0,62,high school,divorced,F,retiree,1,85048.12517,buying a home
1,29,high school,married,F,employee,0,178665.9013,property
1,36,high school,married,F,employee,0,122666.3965,get married
1,51,GRADUATE,married,M,employee,0,229704.8389,wedding
0,60,high school,married,F,retiree,0,163672.2749,purchase of commercial property
3,32,high school,married,M,employee,0,242647.0492,get married
0,25,high school,married,M,employee,0,115773.5446,specialized education
2,31,GRADUATE,married,F,unemployed,0,158532.1197,house construction
1,40,GRADUATE,married,M,employee,0,137203.844,buying a rental property
2,29,high school,married,F,employee,1,128732.6247,used car deal
1,26,GRADUATE,married,F,employee,0,41282.56141,automobile
0,44,GRADUATE,married,M,employee,0,363541.0312,higher education
1,32,high school,married,M,employee,0,216457.965,used car deal
0,40,GRADUATE,divorced,F,unemployed,0,108614.4109,to buy a car
0,57,high school,married,F,retiree,0,,commercial real estate transactions
0,39,GRADUATE,married,F,employee,0,157412.3125,car
0,53,high school,married,F,retiree,0,97213.98866,to buy a car
2,41,high school,divorced,F,employee,0,141573.2706,car deal
0,48,GRADUATE,married,F,employee,0,514204.0195,commercial real estate transactions
0,51,high school,married,F,unemployed,0,132637.5147,education
0,44,high school,married,M,unemployed,0,191027.5587,wedding
0,62,underGRADUATE,single,F,retiree,0,131932.0622,to buy a used car
0,48,GRADUATE,divorced,F,retiree,0,116556.9619,construction of residential real estate
2,43,GRADUATE,married,M,unemployed,0,,cars
0,60,high school,married,M,retiree,0,,buying a family home
1,43,GRADUATE,married,F,unemployed,0,105103.8457,house construction
0,50,high school,married,F,unemployed,0,334965.383,specialized education
0,37,high school,married,F,employee,0,86306.45882,car deal
0,57,high school,married,M,retiree,0,,wedding
0,32,GRADUATE,married,F,unemployed,0,258564.2425,housing transactions
0,56,GRADUATE,divorced,M,employee,0,86639.70555,purchase of residential property
1,40,high school,married,F,employee,0,131949.3486,transactions with real estate
1,39,high school,married,F,employee,0,131427.6578,home renovation
0,27,high school,married,M,employee,0,99939.72048,get married
0,29,GRADUATE,single,M,employee,0,200905.4705,purchase of commercial property
0,40,GRADUATE,married,F,employee,0,102574.5079,wedding
0,59,high school,widow / widower,F,retiree,0,100192.9295,to buy a car
0,43,high school,single,F,employee,0,196553.0256,construction of residential real estate
0,59,high school,married,F,retiree,0,230652.4616,real estate transactions
1,36,high school,married,F,unemployed,0,138937.2138,housing transactions
0,60,high school,married,M,employee,0,197146.511,transactions with real estate
1,35,GRADUATE,married,F,employee,1,108252.8123,higher education
0,60,GRADUATE,widow / widower,F,retiree,0,82098.66042,buying a home
0,39,high school,married,F,unemployed,0,112476.0906,buying a property
0,49,high school,single,F,unemployed,0,199499.6738,purchase of commercial property
0,59,high school,married,F,retiree,0,104834.1063,get married
0,51,high school,married,M,employee,0,251871.1355,used car deal
1,42,high school,married,M,employee,1,211666.0853,property
1,39,high school,married,F,unemployed,0,165468.2743,commercial real estate transactions
0,47,high school,married,M,employee,0,83552.05235,buying a home
0,28,GRADUATE,married,F,employee,0,227989.0654,home renovation
0,47,GRADUATE,married,F,employee,1,58993.57425,buying a rental property
0,36,GRADUATE,married,F,unemployed,0,,get married
2,34,high school,married,F,employee,0,105247.4662,house construction
1,37,high school,married,M,unemployed,0,186413.4087,real estate
0,35,high school,married,F,employee,1,135339.8324,real estate transactions
1,36,high school,married,F,unemployed,0,192766.4603,real estate transactions
0,41,GRADUATE,married,F,employee,1,109243.5033,housing transactions
0,54,GRADUATE,married,F,unemployed,0,,education
1,26,GRADUATE,divorced,M,employee,0,216525.7357,cars
0,33,high school,married,F,unemployed,0,90648.0247,to buy a car
0,55,high school,married,F,public employee,0,58560.00315,education
1,33,high school,married,F,employee,0,,get married
1,29,high school,married,F,employee,0,61388.56429,for a wedding
1,35,high school,married,F,employee,0,300921.2174,automobile
1,30,GRADUATE,married,F,unemployed,0,,property
0,51,high school,married,F,employee,0,198696.147,property
0,48,high school,single,F,employee,0,80775.71697,buying a rental property
2,33,high school,married,F,employee,0,167576.5527,housing transactions
2,41,high school,married,F,unemployed,1,308307.0374,car
0,54,high school,single,F,retiree,0,77190.53655,buying a family home
3,38,high school,married,F,employee,0,123756.028,education
0,44,high school,married,F,public employee,0,139681.5027,higher education
1,47,high school,married,M,employee,0,322975.0472,automobile
0,62,high school,married,F,retiree,0,59015.03474,buying a property
0,49,high school,married,F,employee,0,87103.87359,education
0,27,GRADUATE,married,F,employee,0,120596.5821,for a wedding
0,42,high school,married,F,employee,0,,buying a family home
0,57,high school,married,F,retiree,0,54088.33244,wedding
0,36,secondary school,single,M,employee,0,,buying home
0,37,GRADUATE,married,F,employee,0,229304.2251,get married
0,41,high school,married,M,employee,0,100775.3967,property
0,54,high school,married,F,employee,0,137873.6553,degree
1,46,high school,married,M,unemployed,0,305425.7204,buying a home
0,41,high school,married,M,employee,0,292986.2952,specialized education
0,39,underGRADUATE,married,M,employee,1,148800.8088,housing transactions
1,40,high school,divorced,F,unemployed,0,292285.37,buying home
0,33,high school,married,F,employee,1,102828.4854,car deal
0,43,high school,married,F,unemployed,0,179355.8055,buying home
0,39,GRADUATE,married,M,unemployed,0,226912.7155,house construction
2,32,high school,married,F,unemployed,1,81474.59933,real estate
0,43,GRADUATE,married,F,employee,0,124061.3733,real estate transactions
0,51,high school,married,F,employee,0,93467.3123,higher education
0,23,high school,married,M,employee,0,,car deal
0,44,underGRADUATE,single,M,unemployed,0,216611.47,purchase of residential property
0,31,GRADUATE,single,M,unemployed,0,247540.772,automobile
2,42,high school,married,F,employee,0,,buying a property
1,50,GRADUATE,married,M,public employee,0,115146.9374,get married
0,44,high school,single,M,employee,1,,commercial real estate transactions
0,65,high school,married,F,retiree,0,,get married
0,56,high school,married,F,retiree,0,103642.5043,get married
0,33,GRADUATE,single,F,employee,0,177437.4253,car purchase
0,57,high school,married,F,unemployed,0,114434.6591,for a wedding
0,47,GRADUATE,single,F,unemployed,0,151332.8586,to buy a car
0,45,high school,married,F,public employee,0,197193.3331,education
0,27,high school,married,M,employee,0,303783.3209,purchase of commercial property
2,42,high school,divorced,M,employee,0,143135.4224,purchase of residential property
1,42,high school,divorced,F,unemployed,1,,car deal
0,46,high school,married,F,public employee,0,183055.7151,used car deal
0,62,high school,married,F,employee,0,295135.2831,higher education
0,58,high school,married,F,retiree,0,80081.30386,buying a rental property
2,35,high school,married,F,unemployed,0,191784.6125,specialized education
0,62,high school,widow / widower,F,retiree,1,95875.07704,higher education
2,44,GRADUATE,married,F,public employee,0,108879.8891,buying a property
0,51,high school,married,M,employee,0,210830.9974,buying a family home
0,61,secondary school,widow / widower,F,employee,0,198584.4295,construction of residential real estate
2,57,high school,single,F,retiree,0,138880.5818,used car deal
1,51,high school,married,M,public employee,0,100371.5423,get married
0,52,high school,married,F,employee,0,,education
1,48,GRADUATE,single,F,public employee,0,,automobile
0,41,high school,married,F,employee,0,56657.11999,higher education
1,36,high school,divorced,F,employee,0,151592.5049,purchase of commercial property
1,40,high school,married,M,employee,0,141745.0921,real estate transactions
0,55,high school,married,F,retiree,0,104288.0181,buying a rental property
1,32,GRADUATE,single,F,employee,1,144807.8063,to buy a car
2,56,high school,single,M,employee,0,135240.9659,purchase of commercial property
1,41,high school,married,F,employee,0,,education
0,59,high school,married,F,retiree,0,29067.57368,buying a property
2,34,high school,married,F,employee,0,65520.43292,get married
0,38,GRADUATE,married,F,public employee,0,182732.4168,higher education
2,29,high school,married,F,unemployed,0,160461.8021,buying a family home
0,22,high school,single,F,employee,0,53751.73024,buying a property
0,33,high school,married,M,employee,1,105378.6331,for a wedding
1,51,GRADUATE,married,M,unemployed,0,221348.5666,education
0,53,high school,married,F,employee,0,105053.208,property
0,40,high school,single,M,employee,0,107714.2363,buying home
0,26,GRADUATE,single,F,employee,0,89365.85855,property
1,64,high school,married,F,retiree,0,186668.9768,house construction
0,61,high school,married,M,retiree,0,330089.6439,higher education
0,55,high school,married,F,employee,0,149480.5059,specialized education
0,51,high school,married,F,employee,0,90815.88667,buying a property
1,32,GRADUATE,married,M,unemployed,0,136640.5602,for a wedding
0,19,underGRADUATE,single,F,public employee,0,75787.41554,purchase of commercial property
0,56,high school,married,F,retiree,0,123905.5889,commercial real estate transactions
1,24,high school,married,F,public employee,0,,buying a family home
0,48,high school,widow / widower,F,unemployed,0,204954.7104,purchase of commercial property
0,42,high school,married,F,unemployed,0,216014.249,home renovation
0,28,high school,married,M,employee,0,528764.7824,higher education
0,47,GRADUATE,married,F,employee,0,235425.2591,used car deal
0,33,GRADUATE,married,M,unemployed,0,195737.8874,purchase of commercial property
0,58,high school,married,F,retiree,0,185466.397,purchase of commercial property
0,32,high school,single,M,employee,0,98509.3611,construction of residential real estate
0,29,GRADUATE,single,M,employee,0,104943.1559,purchase of commercial property
0,41,high school,married,F,public employee,0,110964.8007,higher education
0,61,GRADUATE,married,M,employee,0,185751.6224,buying home
2,41,high school,married,M,unemployed,0,314365.8515,real estate transactions
0,54,high school,married,F,employee,0,91418.64425,to buy a used car
3,45,high school,married,M,employee,0,86894.91843,buying a property
0,45,high school,married,F,unemployed,0,174966.408,purchase of commercial property
0,33,high school,divorced,F,unemployed,0,,home renovation
0,58,high school,married,M,employee,0,178354.9833,purchase of residential property
0,44,high school,married,M,employee,0,162344.3691,for a wedding
0,60,GRADUATE,married,M,employee,0,203608.9989,higher education
1,38,underGRADUATE,married,M,employee,0,360827.716,car purchase
2,46,high school,married,F,employee,0,188837.0753,car
0,57,GRADUATE,married,F,retiree,0,73792.95139,used car deal
0,35,GRADUATE,single,M,public employee,0,,buying a home
2,43,GRADUATE,married,M,unemployed,0,521125.4083,purchase of commercial property
0,52,high school,married,F,employee,0,207167.7099,cars
0,25,high school,married,F,public employee,1,166097.9716,for a wedding
0,69,high school,single,M,retiree,0,59167.76769,buying a home
0,46,high school,married,F,public employee,1,,higher education
0,44,high school,married,F,public employee,0,187570.2861,real estate
1,39,GRADUATE,married,M,unemployed,0,202944.2742,cars
0,29,GRADUATE,single,M,unemployed,0,661635.804,construction of residential real estate
0,48,GRADUATE,married,M,employee,0,61615.03522,get married
0,44,high school,married,F,employee,0,90097.33265,for a wedding
1,48,high school,married,M,public employee,0,258593.8731,buying a family home
1,28,high school,divorced,M,employee,0,209679.3296,car
2,38,high school,married,M,unemployed,0,381634.7062,buying home
0,31,high school,married,M,employee,1,,automobile
0,50,high school,married,M,retiree,0,185935.2771,real estate
1,36,high school,married,M,unemployed,0,156112.7587,to buy a used car
0,37,GRADUATE,married,F,retiree,0,188236.7658,to buy a car
0,34,GRADUATE,divorced,F,employee,0,,automobile
0,27,high school,married,F,employee,0,135537.4183,buying home
1,53,high school,married,F,employee,0,131301.9368,buying home
1,29,underGRADUATE,married,F,employee,0,65533.41606,to buy a used car
0,21,GRADUATE,married,F,public employee,0,51143.17929,buying a home
0,48,high school,married,M,unemployed,0,263556.386,for a wedding
0,55,high school,married,F,employee,0,126013.2799,buying a rental property
0,25,high school,married,M,employee,0,264396.4265,automobile
0,45,high school,married,F,public employee,0,74803.31884,wedding
1,35,high school,married,M,employee,0,248917.5871,housing
0,46,high school,married,M,unemployed,1,150712.5599,for a wedding
0,61,secondary school,widow / widower,F,retiree,0,,property
0,35,high school,married,F,employee,0,131643.8996,car deal
1,28,high school,married,F,employee,0,80086.43251,real estate transactions
2,48,high school,married,M,employee,0,151003.0839,car purchase
0,53,high school,married,F,retiree,0,67282.02975,real estate
0,59,high school,married,F,retiree,0,108038.2028,education
0,31,GRADUATE,single,M,employee,0,168739.4125,education
0,24,high school,single,M,unemployed,0,189636.385,buying a home
0,26,high school,single,M,unemployed,0,230015.6697,construction of residential real estate
1,41,high school,married,F,employee,0,141139.4439,cars
1,23,underGRADUATE,married,F,employee,1,122196.4484,get married
0,36,GRADUATE,married,M,unemployed,0,221733.5413,housing transactions
0,53,high school,married,M,public employee,0,446870.8237,cars
2,40,GRADUATE,married,F,employee,0,247947.0799,real estate
1,23,high school,married,F,employee,0,,get married
0,25,GRADUATE,married,F,employee,0,113150.4797,to buy a car
0,45,high school,married,F,unemployed,0,217598.247,construction of residential real estate
0,28,GRADUATE,single,M,public employee,1,223175.7134,buying a property
0,51,GRADUATE,single,F,unemployed,0,269530.1383,real estate transactions
0,61,high school,married,F,retiree,0,77936.65756,commercial real estate transactions
2,37,high school,married,F,employee,0,108359.8163,construction of residential real estate
0,35,high school,married,F,public employee,0,180446.4639,commercial real estate transactions
1,24,high school,married,F,unemployed,0,101118.3881,housing
1,37,high school,single,M,unemployed,0,114251.2229,specialized education
0,49,high school,married,F,employee,0,,real estate transactions
1,29,high school,married,M,employee,0,153167.7419,specialized education
0,27,high school,married,M,employee,0,171723.5436,for a wedding
0,48,high school,divorced,F,employee,0,82972.11441,car
1,38,GRADUATE,single,F,unemployed,0,179776.618,housing transactions
0,36,high school,single,F,employee,0,93525.65098,buying a family home
